"x"
13998155.87576
6508239.04284986
13605410.9931704
3267417.26530338
7823781.64962986
5784992.15728357
3355706.75280537
4491397.47170271
3770824.47768183
6797259.96074335
8292369.97258588
3769794.43539343
5638619.85499161
4197566.63432887
6736585.16366181
5995363.34254376
3690865.38313895
4863073.78756926
16085923.0326355
4234532.98888
6614969.70025152
6564968.67896462
5221129.88165441
5972002.43402168
556491.873028403
12860772.8502847
5320541.09624976
9601034.00717237
7243752.90291357
4554937.40465516
3807750.67290168
5550251.92071707
4419163.50203948
15057873.4344135
6447200.68368489
13880764.1957375
12143037.2425415
12819175.0987069
4288521.70064426
5584147.63248895
5362453.79256378
4611583.70115005
14751240.9240489
3602070.54011876
24455325.0133499
5465203.70003585
5356334.95899812
6861024.66872792
4489753.77763075
6002917.56261654
10720037.7072581
4851684.71773507
17654573.6394698
6344128.30986619
5213662.8088065
5036004.4251039
6598403.34767611
11311286.4582134
2406358.59350714
5714172.91491565
6563365.93749688
5671843.12481958
5407444.89642186
4522902.90445216
11095654.7607189
6089644.49430409
4833288.68493174
5938687.86082504
14895060.6400007
13244356.9972852
7042077.80852082
6453687.17521287
5714350.45558138
5146880.61670448
6669795.72242571
10988762.410185
4747448.28325184
3810426.1143433
5990465.33058875
4296248.57775315
14597316.3724506
13489099.5415449
13298518.2343375
4409934.75485517
5728793.34479646
9502163.72020625
14601371.3371539
5117288.84456106
4738379.44907066
5102360.12376986
6364839.68551119
5839243.93359854
14396031.6580467
10224804.2241864
3842483.75404688
17968091.796416
19819050.4357466
5550936.9630475
5386221.8766382
4707339.88586505
1339111.5193116
14904285.4684516
6933794.61386885
9341734.79005599
11257704.3556379
4691838.46059345
6607287.28098949
21380991.6710601
12074733.8561919
12280073.7418477
5725467.50642711
4668028.86977264
5170343.91176878
10867055.8629578
2795240.99667881
2530356.19125869
4186322.06187749
15676738.9420345
6343517.59748957
4923773.73026889
6197322.66445745
4935427.13961705
5088612.05154918
5109038.80204216
11489612.6890619
3888622.36935039
4989809.28633684
6888774.66434533
5019563.76328332
22016919.0754292
5653510.93161922
3155807.29750268
3727721.596744
6860116.0796586
4916121.75507329
6908194.23710672
9159328.40864193
2258544.60848243
6762130.62580748
4660692.09917423
6092876.8546033
4755533.62782416
6765635.25797223
17723725.2557687
12931967.6796775
4442214.84757425
6030605.37941112
6248463.85039665
11213436.1441737
6458156.66102963
4219929.41993209
5526225.25937479
5593045.87997857
13413546.4505645
5980278.18920304
10710967.1729611
3860985.23330686
6274519.93762215
12060167.3012528
4149879.22187139
11304308.7106864
6292140.59863562
5689783.77063157
5148843.48819965
6044858.44770988
9812621.90506401
11179323.7222652
4264007.43583505
3859519.81247818
4611715.65926092
15396963.78044
4669391.44317114
5504126.47714861
4175403.0418194
14771319.4594082
14434877.3567312
15491241.907074
4359323.98328744
7257429.39016029
3439974.13303459
4003499.44743431
5977806.19186393
5335021.14823342
6191201.88139959
7109425.39044776
11748879.208793
22137927.6036058
1145164.1879627
6153111.64002036
3967452.53751563
5962004.815717
13305870.4252721
5905819.70885691
369024.872260649
6537646.32691247
9582564.66786611
6176477.04216962
4661416.80679397
8138765.09807596
9572699.52935449
